,Estimate; INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS) - Total households - Median household income (dollars),full_state_cluster,full_irsbrac_cluster,income_level,zi_irsbrac_cluster,full_quart_cluster,income_quartile,zi_quart_cluster,zi_state_cluster,full_sgroup_cluster,zi_sgroup_cluster,Group,Metro,State,zipcode,City,County,YoY,n1000,Total; Estimate; SUMMARY INDICATORS - Median age (years),Total; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),Total; Estimate; SUMMARY INDICATORS - Age dependency ratio,Total; Estimate; SUMMARY INDICATORS - Child dependency ratio,Estimate; HOUSEHOLDS BY TYPE - Average household size,"Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Unmarried women (widowed, divorced, and never married) - Per 1,000 unmarried women","Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 15 to 50 years old","Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 15 to 19 years old","Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 35 to 50 years old","Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population, excluding population born at sea - Oceania",Estimate; ANCESTRY - Total population - Czech,Estimate; ANCESTRY - Total population - Danish,Estimate; ANCESTRY - Total population - Greek,Estimate; ANCESTRY - Total population - Lithuanian,Estimate; ANCESTRY - Total population - Slovak,Estimate; ANCESTRY - Total population - Swiss,Estimate; COMMUTING TO WORK - Mean travel time to work (minutes),Estimate; CLASS OF WORKER - Civilian employed population 16 years and over - Unpaid family workers
13579,45143.0,NY,2,1,1,1,0,1,CA,West South Central,South Atlantic,Pacific,,CA,96032,Fort Jones,Siskiyou County,0.025242718,0.0,45.6,122.6,97.4,47.6,2.46,0.0,175.0,0.0,124.0,1.0,19.0,16.0,0.0,3.0,0.0,15.0,28.2,14.0
13580,61368.0,NY,2,2,2,1,1,1,OH,East North Central,East North Central,Middle Atlantic,Erie,PA,16442,Venango,Erie County,0.044525547,0.0,43.2,102.4,60.3,36.9,2.72,26.0,39.0,0.0,3.0,0.0,0.0,26.0,0.0,0.0,56.0,0.0,29.2,16.0
13581,74559.0,NY,2,2,2,1,1,1,PA,East North Central,East North Central,New England,Augusta-Waterville,ME,4355,Readfield,Kennebec County,0.048843188,0.0,46.3,105.0,48.9,25.2,2.36,0.0,16.0,0.0,0.0,0.0,20.0,5.0,0.0,0.0,0.0,0.0,32.2,0.0
13582,92188.0,CA,4,3,2,1,2,2,CA,East North Central,Pacific,New England,Vineyard Haven,MA,2575,Vineyard Haven,Dukes County,0.068424981,0.0,57.3,71.7,68.2,16.1,2.56,0.0,0.0,0.0,0.0,0.0,0.0,26.0,8.0,127.0,0.0,27.0,16.0,0.0
13583,65890.0,NY,2,2,2,1,1,1,IL,East North Central,East North Central,Middle Atlantic,Albany-Schenectady-Troy,NY,12154,Schaghticoke,Rensselaer County,-0.013353116000000002,0.0,43.7,112.6,64.8,33.6,2.65,0.0,0.0,0.0,0.0,0.0,0.0,55.0,15.0,0.0,0.0,0.0,30.8,0.0
13584,74697.0,IN,2,2,2,1,1,2,PA,East North Central,East North Central,New England,Boston-Cambridge-Newton,NH,3869,Rollinsford,Strafford County,0.133274879,0.0,45.0,94.4,57.0,32.6,2.42,49.0,53.0,0.0,19.0,0.0,0.0,12.0,44.0,16.0,4.0,0.0,28.6,0.0
13585,44844.0,IN,2,1,1,1,0,1,PA,East North Central,South Atlantic,South Atlantic,Shelby,NC,28020,Casar,Cleveland County,0.156593407,0.0,47.5,107.9,87.7,30.8,2.3,0.0,10.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2,0.0
13586,61198.0,PA,2,2,2,1,1,1,OH,East North Central,East North Central,West North Central,,MN,55389,Watkins,Meeker County,0.025145068,0.0,41.1,98.2,79.6,45.7,2.45,17.0,40.0,0.0,16.0,0.0,36.0,8.0,0.0,0.0,3.0,7.0,30.9,0.0
13587,94271.0,NY,2,3,4,1,2,2,NJ,East North Central,East North Central,East North Central,Rockford,IL,61011,Caledonia,Boone County,-0.028841608,0.0,51.2,113.4,60.5,26.8,2.63,0.0,7.0,0.0,12.0,0.0,1.0,7.0,0.0,9.0,0.0,43.0,39.3,0.0
13588,64038.0,IN,2,2,2,1,1,1,IL,East North Central,East North Central,East North Central,Fort Wayne,IN,46770,Markle,Wells County,0.163485477,0.0,39.8,100.3,62.4,37.5,2.56,13.0,56.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,0.0
13589,74863.0,PA,2,2,2,1,1,2,PA,East North Central,East North Central,West South Central,Oklahoma City,OK,73131,Oklahoma City,Oklahoma County,0.022041763,0.0,41.3,111.3,50.1,31.1,2.52,51.0,46.0,0.0,44.0,0.0,39.0,0.0,0.0,2.0,0.0,0.0,19.0,7.0
13590,78514.0,NY,2,3,2,1,2,2,IL,East North Central,East North Central,South Atlantic,Washington-Arlington-Alexandria,MD,21757,Keymar,Frederick County,0.010665686,0.0,46.3,109.8,49.1,28.6,2.64,24.0,23.0,0.0,0.0,0.0,10.0,0.0,32.0,14.0,16.0,18.0,30.0,0.0
13591,50503.0,NY,2,2,1,1,1,1,NY,East North Central,East North Central,South Atlantic,Greensboro-High Point,NC,27355,Staley,Randolph County,0.127366609,0.0,43.0,93.0,76.6,42.2,2.58,21.0,68.0,0.0,54.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,23.7,46.0
13592,55583.0,NY,2,2,1,1,1,1,FL,East North Central,East North Central,New England,Portland-South Portland,ME,4029,Sebago,Cumberland County,0.08411215,0.0,50.4,111.2,61.7,24.8,2.21,31.0,56.0,0.0,34.0,0.0,4.0,23.0,22.0,13.0,0.0,0.0,42.0,0.0
13593,32411.0,IN,2,1,1,1,0,1,TX,East North Central,South Atlantic,East South Central,,TN,38341,Holladay,Benton County,0.196363636,0.0,47.0,88.9,64.2,35.7,2.76,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,36.2,0.0
13594,74519.0,NY,2,2,2,1,1,1,PA,East North Central,East North Central,East North Central,Sandusky,OH,44814,Berlin Heights,Erie County,0.08773355,0.0,44.8,90.0,61.0,33.8,2.89,4.0,28.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,99.0,32.4,0.0
13595,51875.0,IN,2,2,1,1,1,1,NY,East North Central,East North Central,East South Central,,TN,38488,Taft,Lincoln County,0.247804878,0.0,50.3,94.3,55.9,27.7,2.61,0.0,37.0,0.0,0.0,0.0,31.0,46.0,0.0,0.0,0.0,0.0,34.3,57.0
13596,42264.0,NY,2,1,1,1,0,1,FL,West South Central,South Atlantic,South Atlantic,Lynchburg,VA,24174,Thaxton,Bedford County,0.055137845,0.0,43.3,94.0,73.8,45.3,2.54,119.0,140.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.1,0.0
13597,46563.0,TN,2,1,1,1,0,1,FL,West South Central,South Atlantic,West South Central,Mountain Home,AR,72642,Lakeview,Baxter County,0.030075188,0.0,64.1,98.6,126.8,18.9,1.92,92.0,70.0,400.0,0.0,0.0,24.0,35.0,0.0,19.0,13.0,0.0,19.0,0.0
13598,49697.0,TX,2,1,1,1,1,1,FL,West South Central,East North Central,Pacific,Yakima,WA,98947,Tieton,Yakima County,0.129051267,0.0,30.3,87.7,71.4,58.6,3.75,63.0,33.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,13.0
13599,102375.0,NY,4,4,4,1,2,2,IL,East North Central,Middle Atlantic,New England,Concord,NH,3046,Dunbarton,Merrimack County,0.057093426,0.0,43.8,101.7,56.1,38.5,2.85,15.0,28.0,0.0,30.0,3.0,5.0,17.0,46.0,24.0,3.0,0.0,27.7,6.0
13600,63816.0,PA,2,2,2,1,1,1,IL,East North Central,East North Central,East North Central,Toledo,OH,43569,Weston,Wood County,0.042207792,0.0,35.8,104.4,60.7,41.9,2.76,40.0,50.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,3.0,23.7,0.0
13601,52829.0,NY,2,2,1,1,1,1,FL,East North Central,East North Central,West North Central,,MN,55783,Sturgeon Lake,Pine County,0.108607741,0.0,50.9,117.7,89.1,35.1,2.36,0.0,61.0,0.0,59.0,0.0,44.0,41.0,4.0,0.0,3.0,13.0,30.2,7.0
13602,70266.0,NY,2,2,2,1,1,2,CA,East North Central,East North Central,Mountain,Denver-Aurora-Lakewood,CO,80103,Byers,Arapahoe County,0.02857928,0.0,43.9,109.3,67.9,40.5,2.89,0.0,41.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,17.0,35.1,15.0
13603,60197.0,TX,2,2,1,1,1,1,OH,East North Central,East North Central,West South Central,Searcy,AR,72137,Rose Bud,White County,0.048237477,0.0,37.5,130.6,63.6,42.9,2.72,77.0,42.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,29.6,1.0
13604,46313.0,TX,2,1,1,1,0,1,CA,West South Central,South Atlantic,Pacific,Hilo,HI,96772,Naalehu,Hawaii County,0.029672276,0.0,46.5,90.6,93.5,47.7,2.93,64.0,66.0,51.0,0.0,1.0,0.0,8.0,0.0,3.0,0.0,0.0,31.8,0.0
13605,63068.0,TX,2,2,2,1,1,1,IL,West South Central,East North Central,West South Central,Tulsa,OK,74041,Kiefer,Creek County,0.028364116,0.0,33.4,96.8,70.8,53.2,2.86,51.0,69.0,37.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,22.4,8.0
13606,49583.0,NY,2,1,1,1,1,1,CA,West South Central,East North Central,Pacific,Newport,OR,97366,Newport,Lincoln County,0.092065618,0.0,53.4,86.2,81.6,33.4,2.2,0.0,107.0,0.0,172.0,7.0,17.0,28.0,0.0,0.0,30.0,6.0,14.7,0.0
13607,54596.0,PA,2,2,1,1,1,1,FL,East North Central,East North Central,New England,Worcester,CT,6256,Windham,Windham County,0.006614551999999999,0.0,47.4,90.0,74.7,30.1,2.43,57.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,23.5,19.0
13608,53552.0,NY,2,2,1,1,1,1,NY,West South Central,East North Central,South Atlantic,Newberry,SC,29126,Pomaria,Newberry County,0.044494721,0.0,50.8,106.3,70.7,32.5,2.23,152.0,91.0,0.0,0.0,2.0,0.0,0.0,21.0,0.0,0.0,0.0,29.9,0.0
13609,39352.0,CA,2,1,1,1,0,1,TN,East North Central,South Atlantic,West South Central,,AR,72619,Bull Shoals,Marion County,0.071856287,0.0,57.7,93.1,123.6,43.9,2.43,0.0,0.0,0.0,0.0,0.0,23.0,8.0,0.0,46.0,0.0,6.0,19.1,0.0
13610,65977.0,NY,2,2,2,1,1,1,IL,East North Central,East North Central,New England,Springfield,MA,1128,Springfield,Hampden County,0.058057515,0.0,48.3,98.6,61.2,26.9,2.55,0.0,122.0,0.0,54.0,0.0,0.0,0.0,36.0,8.0,0.0,0.0,23.4,0.0
13611,46193.0,PA,2,1,1,1,0,1,PA,East North Central,South Atlantic,Middle Atlantic,Johnstown,PA,16641,Gallitzin,Cambria County,0.015503876000000003,0.0,39.8,100.7,63.8,38.7,2.43,69.0,78.0,0.0,0.0,0.0,0.0,0.0,3.0,28.0,93.0,0.0,26.3,3.0
13612,35096.0,IN,2,1,1,1,0,1,FL,East North Central,South Atlantic,East South Central,Fort Payne,AL,35984,Mentone,De Kalb County,0.124489796,0.0,52.6,79.9,84.5,37.1,2.52,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,29.7,3.0
13613,57212.0,NY,2,2,1,1,1,1,OH,West South Central,East North Central,South Atlantic,Salisbury,MD,21837,Mardela Springs,Wicomico County,0.081944444,0.0,45.3,113.4,51.4,30.8,2.74,121.0,74.0,20.0,0.0,0.0,0.0,30.0,16.0,0.0,0.0,0.0,30.1,10.0
13614,34922.0,PA,2,1,1,1,0,1,FL,East North Central,South Atlantic,Mountain,,ID,83850,Pinehurst,Shoshone County,0.022208884,0.0,53.3,87.2,80.7,32.3,2.11,56.0,76.0,0.0,0.0,0.0,7.0,11.0,63.0,0.0,0.0,7.0,21.1,3.0
13615,53944.0,TX,2,2,1,1,1,1,NY,West South Central,East North Central,East North Central,Danville,IL,61817,Catlin,Vermilion County,0.060175055,0.0,39.6,107.9,91.6,49.2,2.39,0.0,100.0,0.0,47.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,20.7,7.0
13616,64926.0,NY,2,2,2,1,1,1,FL,West South Central,East North Central,West South Central,Alexandria,LA,71485,Woodworth,Rapides Parish,0.062799826,0.0,42.7,79.8,64.0,40.2,2.56,179.0,87.0,0.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,0.0,23.8,0.0
13617,73036.0,NY,2,2,2,1,1,1,PA,East North Central,East North Central,West North Central,Minneapolis-St. Paul-Bloomington,MN,55397,Norwood Young America,Carver County,0.052457467,0.0,38.8,99.4,53.7,34.3,2.67,0.0,29.0,0.0,0.0,0.0,67.0,20.0,2.0,0.0,9.0,4.0,28.3,2.0
13618,152750.0,NY,4,4,4,1,2,2,NJ,Middle Atlantic,Middle Atlantic,Middle Atlantic,New York-Newark-Jersey City,NJ,7946,Long Hill,Morris County,0.003071919,0.0,43.5,96.4,67.8,40.8,2.84,0.0,31.0,0.0,37.0,0.0,122.0,7.0,0.0,13.0,42.0,35.0,38.0,0.0
13619,46151.0,NY,2,1,1,1,0,1,FL,East North Central,South Atlantic,South Atlantic,Atlanta-Sandy Springs-Roswell,GA,30256,Meansville,Pike County,0.084815321,0.0,40.2,118.6,61.3,44.4,3.02,80.0,52.0,0.0,0.0,13.0,0.0,0.0,35.0,0.0,0.0,0.0,32.3,0.0
13620,83176.0,CA,2,3,2,1,2,2,CA,East North Central,Pacific,New England,Torrington,CT,6039,Salisbury,Litchfield County,0.118703551,0.0,49.4,98.4,80.7,35.5,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,14.0,16.5,0.0
13621,57212.0,PA,2,2,1,1,1,1,OH,East North Central,East North Central,Middle Atlantic,Pittsburgh,PA,16061,Clay,Butler County,-0.001951854,0.0,50.0,111.8,54.9,24.4,2.32,25.0,30.0,0.0,18.0,0.0,19.0,0.0,1.0,4.0,29.0,9.0,28.7,2.0
13622,95532.0,TX,2,3,4,1,2,2,NJ,West South Central,East North Central,East North Central,St. Louis,IL,62281,Saint Jacob,Madison County,0.091582848,0.0,32.6,93.6,79.6,61.4,3.09,49.0,40.0,0.0,0.0,0.0,20.0,0.0,17.0,0.0,0.0,4.0,28.1,0.0
13623,53207.0,TN,2,2,1,1,1,1,NY,West South Central,East North Central,West South Central,Killeen-Temple,TX,76534,Holland,Bell County,0.169384058,0.0,35.0,92.8,95.1,60.3,3.01,118.0,70.0,193.0,20.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,26.4,0.0
13624,65352.0,NY,2,2,2,1,1,1,FL,East North Central,East North Central,West South Central,Brenham,TX,77426,Chappell Hill,Washington County,0.005545287,0.0,46.2,117.6,76.3,36.4,2.78,0.0,101.0,0.0,78.0,0.0,45.0,17.0,0.0,0.0,0.0,12.0,30.0,0.0
13625,58359.0,IN,2,2,2,1,1,1,FL,East North Central,East North Central,East South Central,Nashville-Davidson--Murfreesboro--Franklin,TN,37060,Eagleville,Rutherford County,0.111255411,0.0,43.5,101.9,67.3,41.1,2.6,20.0,42.0,31.0,24.0,0.0,0.0,8.0,0.0,0.0,2.0,7.0,36.6,0.0
13626,54563.0,PA,2,2,1,1,1,1,NY,East North Central,East North Central,East North Central,,OH,43557,Stryker,Williams County,0.083977901,0.0,37.0,141.8,42.1,25.2,2.61,79.0,78.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,26.0,18.1,0.0
13627,37845.0,IN,2,1,1,1,0,1,FL,East North Central,South Atlantic,Mountain,Las Cruces,NM,88044,La Mesa,Dona Ana County,0.055449331,0.0,46.9,92.7,75.1,34.5,2.57,0.0,4.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,29.6,0.0
13628,69180.0,CA,2,2,2,1,1,2,CA,East North Central,East North Central,East South Central,Nashville-Davidson--Murfreesboro--Franklin,TN,37201,Nashville,Davidson County,0.019420376,0.0,32.4,362.5,6.7,1.1,1.24,0.0,0.0,14.463115019072864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,0.0
13629,75682.0,TX,2,3,2,1,2,2,PA,East North Central,East North Central,West North Central,Des Moines-West Des Moines,IA,50063,Dallas Center,Dallas County,0.022524882000000003,0.0,39.0,108.0,75.2,47.8,2.69,0.0,78.0,0.0,0.0,0.0,18.0,68.0,0.0,0.0,0.0,31.0,25.9,0.0
13630,61891.0,TX,2,2,2,1,1,1,OH,West South Central,East North Central,East North Central,Van Wert,OH,45832,Convoy,Van Wert County,0.102514507,0.0,38.0,102.8,74.9,45.6,2.52,33.0,110.0,0.0,39.0,0.0,20.0,0.0,0.0,0.0,3.0,85.0,22.9,0.0
13631,85519.0,NY,2,3,2,1,2,2,IL,East North Central,East North Central,Middle Atlantic,Philadelphia-Camden-Wilmington,NJ,8020,East Greenwich,Gloucester County,0.009170488,0.0,46.4,102.4,67.7,31.9,2.87,0.0,111.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,31.4,0.0
13632,30625.0,PA,2,1,1,1,0,1,TX,East North Central,South Atlantic,East South Central,,KY,42048,Hardin,Marshall County,0.0768,0.0,48.0,89.3,63.8,25.7,2.26,33.0,50.0,90.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,20.2,0.0
13633,47076.0,PA,2,1,1,1,1,1,PA,East North Central,South Atlantic,East North Central,,OH,43554,Pioneer,Williams County,0.076923077,0.0,38.0,96.4,64.4,37.9,2.42,65.0,57.0,36.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,25.0,17.4,3.0
13634,66134.0,NY,2,2,2,1,1,2,CA,West South Central,Pacific,Pacific,Kapaa,HI,96752,Waimea,Kauai County,0.047368421,0.0,38.5,100.8,72.1,43.1,3.15,159.0,122.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0
13635,50156.0,TX,2,2,1,1,1,1,NY,West South Central,South Atlantic,Middle Atlantic,Amsterdam,NY,12072,Glen,Montgomery County,0.103565365,0.0,34.0,111.2,69.0,49.5,2.77,53.0,69.0,28.0,15.0,0.0,11.0,6.0,11.0,15.0,5.0,158.0,27.6,26.0
13636,70469.0,NY,2,2,2,1,1,1,IL,East North Central,East North Central,Middle Atlantic,Pittsburgh,PA,15046,Crescent,Allegheny County,0.04324684,0.0,44.0,92.3,68.8,36.4,2.58,105.0,70.0,0.0,0.0,22.0,18.0,0.0,9.0,33.0,62.0,5.0,28.7,0.0
13637,47654.0,PA,2,1,1,1,1,1,PA,East North Central,South Atlantic,Middle Atlantic,Altoona,PA,16637,Freedom,Blair County,-0.088319088,0.0,42.0,106.7,60.2,35.3,2.58,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,0.0
13638,63718.0,PA,2,2,2,1,1,1,FL,East North Central,East North Central,Middle Atlantic,York-Hanover,PA,17365,Warrington,York County,0.063674322,0.0,51.2,98.1,68.9,27.1,2.52,27.0,51.0,0.0,52.0,0.0,5.0,0.0,12.0,1.0,20.0,21.0,28.3,0.0
13639,42007.0,CA,2,1,1,1,0,1,CA,East North Central,Pacific,Mountain,Fort Collins,CO,80512,Bellvue,Larimer County,0.078539823,0.0,57.4,88.6,78.5,18.4,1.96,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,7.0,19.0,34.5,0.0
13640,74668.0,NY,2,2,2,1,1,1,PA,West South Central,East North Central,Middle Atlantic,Plattsburgh,NY,12921,Chazy,Clinton County,0.023048327,0.0,45.2,84.1,53.2,32.2,2.61,155.0,87.0,0.0,0.0,0.0,28.0,0.0,17.0,0.0,9.0,0.0,24.0,5.0
13641,60833.0,IN,2,2,2,1,1,1,FL,East North Central,East North Central,Pacific,Bakersfield,CA,93222,Pine Mountain Club,Kern County,0.174899866,0.0,49.3,106.7,95.6,51.9,2.31,0.0,0.0,0.0,0.0,0.0,26.0,0.0,15.0,0.0,3.0,0.0,62.3,0.0
13642,60260.0,PA,2,2,1,1,1,1,OH,East North Central,East North Central,Middle Atlantic,Pottsville,PA,17938,Hegins,Schuylkill County,0.0044444440000000005,0.0,41.4,97.2,67.5,41.1,2.66,0.0,20.0,0.0,28.0,0.0,0.0,0.0,0.0,38.0,17.0,9.0,31.5,0.0
13643,87438.0,NY,4,3,4,1,2,2,MA,East North Central,East North Central,New England,Boston-Cambridge-Newton,MA,2367,Plympton,Plymouth County,0.027930175,0.0,44.5,107.1,52.5,29.2,2.9,42.0,60.0,0.0,0.0,0.0,0.0,17.0,13.0,4.0,0.0,15.0,33.8,5.0
13644,53594.0,PA,2,2,1,1,1,1,FL,East North Central,East North Central,East North Central,,WI,54658,Stoddard,Vernon County,0.069660334,0.0,47.6,103.8,76.6,37.3,2.25,12.0,81.0,0.0,21.0,0.0,15.0,21.0,0.0,0.0,0.0,45.0,23.4,0.0
13645,64247.25152507545,TX,2,2,2,1,1,1,IL,East North Central,East North Central,West South Central,Bay City,TX,77482,Van Vleck,Matagorda County,0.087994034,0.0,44.9,102.5,91.1,45.8,2.25,0.0,94.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,19.9,0.0
13646,30080.0,NY,2,1,1,1,0,1,TX,West South Central,South Atlantic,South Atlantic,Roanoke Rapids,NC,27890,Weldon,Halifax County,0.121052632,0.0,36.7,76.9,90.8,54.1,2.4,126.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,0.0
13647,42292.0,NY,2,1,1,1,0,1,CA,West South Central,South Atlantic,South Atlantic,,GA,30552,Lakemont,Rabun County,0.18879056,0.0,44.1,110.1,63.8,32.1,2.69,32.0,115.0,14.463115019072864,106.0,0.0,12.0,6.0,0.0,0.0,0.0,9.0,28.1,3.0
13648,31337.0,PA,2,1,1,1,0,1,TX,East North Central,South Atlantic,South Atlantic,,FL,32420,Alford,Jackson County,0.08840864400000001,0.0,50.6,93.9,66.5,30.9,2.32,39.0,21.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,30.6,0.0
13649,44911.0,PA,2,1,1,1,0,1,PA,East North Central,South Atlantic,East North Central,Wheeling,OH,43942,Powhatan Point,Belmont County,0.011306533,0.0,48.9,86.1,53.1,23.8,2.32,74.0,42.0,0.0,48.0,0.0,20.0,0.0,7.0,0.0,21.0,7.0,34.3,0.0
13650,43958.0,NY,2,1,1,1,0,1,PA,West South Central,South Atlantic,West South Central,,TX,76430,Albany,Shackelford County,-0.001097695,0.0,38.8,98.4,81.6,49.5,2.58,157.0,139.0,0.0,29.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,18.5,4.0
13651,47969.0,TX,2,1,1,1,1,1,NY,West South Central,South Atlantic,East South Central,Elizabethtown-Fort Knox,KY,40117,Ekron,Meade County,0.048192771,0.0,35.5,112.7,75.6,46.2,2.63,38.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,33.7,0.0
13652,42925.0,IN,2,1,1,1,0,1,PA,East North Central,South Atlantic,West South Central,Stillwater,OK,74085,Yale,Payne County,0.160958904,0.0,44.1,102.2,79.8,39.9,2.42,61.0,49.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,28.9,0.0
13653,76777.0,NY,4,3,2,1,2,2,FL,Middle Atlantic,East North Central,Middle Atlantic,New York-Newark-Jersey City,NY,10588,Yorktown,Westchester County,0.003805175,0.0,52.0,87.9,75.2,31.3,2.57,0.0,0.0,0.0,0.0,0.0,14.0,0.0,23.0,0.0,0.0,0.0,26.9,0.0
13654,59509.0,NY,2,2,2,1,1,1,FL,East North Central,East North Central,South Atlantic,Washington-Arlington-Alexandria,VA,22534,Partlow,Spotsylvania County,0.06612411,0.0,36.7,101.7,55.2,36.9,3.45,0.0,40.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,46.5,0.0
13655,50262.0,NY,2,2,1,1,1,1,NY,East North Central,South Atlantic,Middle Atlantic,Ogdensburg-Massena,NY,13613,Brasher,Saint Lawrence County,0.022099448,0.0,36.3,107.4,80.8,55.6,2.64,17.0,15.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,4.0,17.0,24.3,0.0
13656,77250.0,NY,2,3,2,1,2,2,CA,East North Central,East North Central,Pacific,Eugene,OR,97455,Pleasant Hill,Lane County,0.079302725,0.0,52.3,81.5,84.9,37.8,2.76,0.0,89.0,0.0,105.0,0.0,34.0,0.0,0.0,0.0,0.0,24.0,28.9,0.0
13657,47763.0,CA,2,1,1,1,1,1,PA,East North Central,South Atlantic,East North Central,,MI,49759,Millersburg,Presque Isle County,-0.045931759,0.0,57.3,94.0,95.1,30.3,2.1,9.0,9.0,0.0,8.0,0.0,3.0,0.0,0.0,11.0,2.0,15.0,30.6,0.0
13658,75909.0,PA,2,3,2,1,2,2,PA,East North Central,East North Central,West North Central,Des Moines-West Des Moines,IA,50072,Earlham,Madison County,0.007349080999999999,0.0,41.5,103.8,67.4,44.3,2.52,38.0,27.0,0.0,10.0,0.0,25.0,59.0,14.0,7.0,0.0,7.0,27.5,0.0
13659,73393.0,NY,2,2,2,1,1,1,PA,West South Central,East North Central,East North Central,Evansville,IN,47613,Elberfeld,Warrick County,0.108711839,0.0,41.0,97.7,53.6,37.0,2.73,19.0,93.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.9,0.0
13660,39209.0,IN,2,1,1,1,0,1,TN,East North Central,South Atlantic,West North Central,,KS,66439,Horton,Brown County,0.121827411,0.0,43.7,91.9,72.6,38.1,2.3,19.0,50.0,10.0,26.0,0.0,19.0,10.0,4.0,0.0,0.0,14.0,18.1,4.0
13661,55000.0,PA,2,2,1,1,1,1,NY,East North Central,East North Central,South Atlantic,Parkersburg-Vienna,WV,26142,Davisville,Wood County,0.005221932,0.0,43.1,136.2,48.7,32.3,2.49,67.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0
13662,40277.0,PA,2,1,1,1,0,1,TN,East North Central,South Atlantic,East South Central,,TN,37079,Indian Mound,Stewart County,0.015553522,0.0,31.6,107.5,62.6,47.2,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
13663,55208.0,PA,2,2,1,1,1,1,NY,East North Central,East North Central,West North Central,,KS,67672,WaKeeney,Trego County,0.002932551,0.0,48.6,101.1,74.6,36.5,2.02,0.0,17.0,0.0,0.0,0.0,13.0,5.0,0.0,4.0,0.0,0.0,18.2,3.0
13664,53365.0,PA,2,2,1,1,1,1,FL,East North Central,East North Central,New England,Claremont-Lebanon,VT,5032,Bethel,Windsor County,0.043372022,0.0,44.7,100.2,60.8,31.8,2.4,56.0,88.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,13.0,10.0,24.8,0.0
13665,42448.0,TX,2,1,1,1,0,1,FL,East North Central,South Atlantic,Pacific,Klamath Falls,OR,97623,Bonanza,Klamath County,0.108940646,0.0,47.4,122.5,99.2,49.6,2.47,42.0,34.0,0.0,0.0,0.0,5.0,80.0,0.0,4.0,0.0,23.0,26.9,0.0
